2025-10-12 13:16:40 | INFO | api_middleware | request_completed | trace_id=fb9767e4-60cd-4405-8889-0c6800e16150 | method=GET | path=/healthz | status_code=200 | duration_ms=5.78 | success=True | client_ip=testclient
2025-10-12 13:16:40 | INFO | api_middleware | request_completed | trace_id=56ceb6ee-62a5-43ae-b6e6-377661c4f798 | method=GET | path=/healthz | status_code=200 | duration_ms=4.83 | success=True | client_ip=testclient
2025-10-12 13:16:40 | INFO | api_middleware | request_completed | trace_id=98d85989-827d-4576-865f-64d137bdc612 | method=GET | path=/ready | status_code=200 | duration_ms=1.21 | success=True | client_ip=testclient
2025-10-12 13:16:40 | INFO | api_middleware | request_completed | trace_id=bfe04c81-0ac3-435b-89cf-070d8b2ddcbc | method=GET | path=/live | status_code=200 | duration_ms=1.85 | success=True | client_ip=testclient
2025-10-12 13:16:40 | INFO | api_middleware | request_completed | trace_id=20807b04-7c9d-4430-b1ae-1d07386e1658 | method=POST | path=/api/messages | status_code=200 | duration_ms=223.24 | success=True | client_ip=testclient
2025-10-12 13:16:40 | WARNING | api_middleware | request_completed | trace_id=fd6d2c92-8ae2-48fd-be55-e14fb062c114 | method=POST | path=/api/messages | status_code=422 | duration_ms=1.82 | success=False | client_ip=testclient
2025-10-12 13:16:40 | WARNING | api_middleware | request_completed | trace_id=7299b771-5a07-459a-bd1b-59fa539b0182 | method=POST | path=/api/messages | status_code=422 | duration_ms=2.69 | success=False | client_ip=testclient
2025-10-12 13:16:40 | WARNING | api_middleware | request_completed | trace_id=95748d04-db40-401b-9334-6502cf55d551 | method=POST | path=/api/messages | status_code=404 | duration_ms=18.36 | success=False | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=3884f444-d4d9-478c-8135-719407af44cb | method=POST | path=/api/messages | status_code=200 | duration_ms=92.72 | success=True | client_ip=testclient
2025-10-12 13:16:41 | WARNING | api_middleware | request_completed | trace_id=d712dca4-b843-46b1-bb84-618f4e39cff1 | method=POST | path=/api/messages | status_code=400 | duration_ms=3.99 | success=False | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=e212b337-88d5-4c71-a755-3efad9476f2f | method=POST | path=/api/messages | status_code=200 | duration_ms=104.78 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=022f2286-fb37-4b8e-af3c-426f5bccdf8e | method=POST | path=/api/messages | status_code=200 | duration_ms=96.13 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=f8d3f1d7-7821-4ef8-a41d-bea794a89db5 | method=POST | path=/api/messages | status_code=200 | duration_ms=88.35 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=0509bdba-de62-4731-946d-bdcdf6603e8e | method=POST | path=/api/messages | status_code=200 | duration_ms=76.34 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=e6ed4362-ed17-4a60-bdb3-f84f95553d5c | method=POST | path=/api/messages | status_code=200 | duration_ms=55.3 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=9a2266dd-9d69-42a7-9be0-2b486506830d | method=POST | path=/api/messages | status_code=200 | duration_ms=56.3 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=61aa007d-d445-431e-911d-aee51d54fd40 | method=POST | path=/api/messages | status_code=200 | duration_ms=7.64 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=ee6b7061-2826-4a21-b37b-8703f0d8c15d | method=POST | path=/api/messages | status_code=200 | duration_ms=90.17 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=28b51da7-4c08-4f03-abc4-9df479b1d349 | method=POST | path=/api/messages | status_code=200 | duration_ms=76.77 | success=True | client_ip=testclient
2025-10-12 13:16:41 | INFO | api_middleware | request_completed | trace_id=ddc4ba6b-b7f8-47a6-9a34-d839357bbe17 | method=POST | path=/api/web/messages | status_code=200 | duration_ms=78.11 | success=True | client_ip=testclient
2025-10-12 13:16:42 | INFO | api_middleware | request_completed | trace_id=61a0af66-25c5-4010-be3e-ea267202953f | method=POST | path=/api/app/messages | status_code=200 | duration_ms=93.93 | success=True | client_ip=testclient
2025-10-12 13:16:42 | INFO | api_middleware | request_completed | trace_id=c6bcf590-ccf7-4719-9683-6fd098b73372 | method=POST | path=/api/whatsapp/messages | status_code=200 | duration_ms=66.02 | success=True | client_ip=testclient
2025-10-12 13:16:42 | INFO | api_middleware | request_completed | trace_id=911af035-58ca-4abf-a4c6-b678a778eef4 | method=POST | path=/api/whatsapp/messages | status_code=200 | duration_ms=66.79 | success=True | client_ip=testclient
2025-10-12 13:16:42 | WARNING | api_middleware | request_completed | trace_id=4989eb06-d844-4448-993b-c7053e152a79 | method=POST | path=/api/whatsapp/messages | status_code=400 | duration_ms=5.35 | success=False | client_ip=testclient
2025-10-12 13:16:42 | WARNING | api_middleware | request_completed | trace_id=7d1aa819-e951-444a-8d39-e87941e3a65e | method=POST | path=/api/whatsapp/messages | status_code=400 | duration_ms=4.59 | success=False | client_ip=testclient
2025-10-12 13:16:42 | INFO | api_middleware | request_completed | trace_id=e541e8af-5d2f-40cc-9edd-742f20019888 | method=POST | path=/api/broadcast | status_code=200 | duration_ms=53.44 | success=True | client_ip=testclient
2025-10-12 13:16:42 | WARNING | api_middleware | request_completed | trace_id=784c5f34-af4a-47f3-a908-83681d005880 | method=POST | path=/api/broadcast | status_code=422 | duration_ms=1.91 | success=False | client_ip=testclient
2025-10-12 13:16:42 | INFO | api_middleware | request_completed | trace_id=51c9ee95-1a2a-496a-8713-d75875e5127e | method=POST | path=/api/broadcast | status_code=200 | duration_ms=449.72 | success=True | client_ip=testclient
2025-10-12 13:16:42 | WARNING | api_middleware | request_completed | trace_id=27a454cb-71dd-4162-a7ba-381a036495a3 | method=POST | path=/api/messages | status_code=422 | duration_ms=2.58 | success=False | client_ip=testclient
2025-10-12 13:16:42 | WARNING | api_middleware | request_completed | trace_id=5e0925d6-168f-48c4-9bf7-5c5e8278ad3f | method=POST | path=/api/messages | status_code=404 | duration_ms=21.6 | success=False | client_ip=testclient
2025-10-12 13:16:43 | INFO | api_middleware | request_completed | trace_id=f630c78e-822d-4b71-b43d-eab62c0c46cc | method=GET | path=/healthz | status_code=200 | duration_ms=4.14 | success=True | client_ip=testclient
2025-10-12 13:16:43 | INFO | api_middleware | request_completed | trace_id=b9cb9474-df6f-415d-9910-0f4bd387f49c | method=POST | path=/api/messages | status_code=200 | duration_ms=107.93 | success=True | client_ip=testclient
2025-10-12 13:16:43 | WARNING | api_middleware | request_completed | trace_id=cb6504ac-21b1-4392-9329-85a297a0e75b | method=POST | path=/api/messages | status_code=404 | duration_ms=18.16 | success=False | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=9c673319-bf5d-4864-b80d-038025625d2a | method=POST | path=/api/messages | status_code=200 | duration_ms=93.15 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=2b5dcb3c-0403-4d87-8e97-fcef877f7ed5 | method=POST | path=/api/messages | status_code=200 | duration_ms=75.08 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=1d20af4c-d802-4849-97dc-d64b143cceb8 | method=POST | path=/api/messages | status_code=200 | duration_ms=85.49 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=f418c731-1c6b-4c00-a4da-643282c679f9 | method=POST | path=/api/messages | status_code=200 | duration_ms=95.74 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=a196e7c5-fd7e-45b6-967d-2762bacd9cd9 | method=POST | path=/api/messages | status_code=200 | duration_ms=92.0 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=c1fa1598-1b89-453e-990c-1bf6af7b0010 | method=POST | path=/api/messages | status_code=200 | duration_ms=73.34 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=94a81614-2d1c-4b24-81f6-9a483221377c | method=POST | path=/api/messages | status_code=200 | duration_ms=61.87 | success=True | client_ip=testclient
2025-10-12 13:16:44 | INFO | api_middleware | request_completed | trace_id=129ac866-c3f7-4a80-9faf-851f7139b69c | method=POST | path=/api/messages | status_code=200 | duration_ms=88.18 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=464e8063-2701-4c02-8e1f-712caa16b646 | method=POST | path=/api/messages | status_code=200 | duration_ms=93.44 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=c5d5c712-e169-409a-8289-4bad9feb489e | method=POST | path=/api/messages | status_code=200 | duration_ms=63.05 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=f6cc818b-dce5-4a27-b14a-bd84edf49e39 | method=POST | path=/api/messages | status_code=200 | duration_ms=94.62 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=4e67a315-f472-4ff1-a945-f51c2675996b | method=POST | path=/api/messages | status_code=200 | duration_ms=93.33 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=b6b64050-e3be-40e5-898f-143199e45cf7 | method=POST | path=/api/messages | status_code=200 | duration_ms=87.15 | success=True | client_ip=testclient
2025-10-12 13:16:45 | INFO | api_middleware | request_completed | trace_id=e9a6b92b-ea61-409b-83eb-84de42b8aa8d | method=POST | path=/api/messages | status_code=200 | duration_ms=74.7 | success=True | client_ip=testclient
